"Curation";"Variable ID";"Variable name";"Variable synonyms";"Context of use";"Growth stage";"Variable status";"Variable Xref";"Institution";"Scientist";"Date";"Language";"Crop";"Trait ID";"Trait name";"Trait class";"Trait description";"Trait synonyms";"Main trait abbreviation";"Alternative trait abbreviations";"Entity";"Attribute";"Trait status";"Trait Xref";"Method ID";"Method name";"Method class";"Method description";"Formula";"Method reference";"Scale ID";"Scale name";"Scale class";"Decimal places";"Lower limit";"Upper limit";"Scale Xref";"Category 1";"Category 2";"Category 3";"Category 4";"Category 5";"Category 6";"Category 7";"Category 8";"Category 9";"Category 10";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001614";"LeafSPI_M_Idx";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001498";"Leaf sheath partitioning index";"Physiological traits";"Leaf sheath partitioning index.";;"LeafSPI";"LSPI";"Leaf";"Sheath partitioning index";;;"CO_321:0001549";"LeafSPI Computation";"Measurement";"Leaf Sheath Coefficient = Leaf Sheath DM measured at 7 DAA/whole plant DM at 7 DAA. Individual shoots (for example: 10-20) are harvested seven days after anthesis and the shoots are separated into: spikes, leaf laminas, true stem, leaf sheath. The dry weight of leaf sheath is recorded and the total dry weight calculated. The partitioning index is calculated comparing the weight of each individual part regarding the total weight of the plant.";;;"CO_321:0000421";"index";"Numerical";"0.0";"0.0";"1000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001615";"TSPI_M_Idx";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001499";"True stem partitioning index";"Physiological traits";"True stem partitioning index.";;"TSPI";"TSPI";"Stem";"True stem partitioning index";;;"CO_321:0001550";"TSPI Computation";"Measurement";"True Stem Coefficient = True stem DM measured at 7 DAA/whole plant DM at 7 DAA. Individual shoots (for example: 10-20) are harvested seven days after anthesis and the shoots are separated into: spikes, leaf laminas, true stem, leaf sheath. The dry weight of true stem is recorded and the total dry weight calculated. The partitioning index is calculated comparing the weight of each individual part regarding the total weight of the plant.";;;"CO_321:0000421";"index";"Numerical";"0.0";"0.0";"1000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001616";"SLA_M_m2kg1";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001500";"Specific leaf area";"Physiological traits";"A ratio of the leaf area to dry mass.";;"SLA";;"Leaf";"Specific leaf area";;;"CO_321:0001551";"SLA Measurement";"Measurement";"Leaf area of flag leaf or all laminas is measured. Then the leaves are oven dried at 60-70oC for 48h and the dry weight is recorded. Then, the specific leaf area is calculated as the ratio of leaf area to dry mass SLA= leaf area/dry mass.";;;"CO_321:0000805";"g/m2";"Numerical";"0.0";"0.0";"100.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001617";"Anet_M_umolCO2m2s2";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001501";"Leaf net photosynthesis rate";"Physiological traits";"Carbon fixation by photosynthesis.";;"Anet";;"Leaf";"Net photosynthesis rate";;;"CO_321:0001552";"Anet Measurement";"Measurement";"Standard method for gas exchange and fluorescence measurements.";;"Pask et al., 2012, chapter 13, Molero and Lopes.";"CO_321:0001588";"µmol CO2/m2/s";"Numerical";"2.0";"-5.0";"60.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001618";"Asat_M_umolCO2m2s1";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001502";"Leaf light-saturated net photosynthesis";"Physiological traits";"Carbon fixation by photosynthesis at saturating light.";;"Asat";;"Leaf";"Light-saturated net photosynthesis";;;"CO_321:0001553";"Asat Measurement";"Measurement";"Standard method for gas exchange and fluorescence measurements.";;"Pask et al., 2012, chapter 13, Molero and Lopes.";"CO_321:0001588";"µmol CO2/m2/s";"Numerical";"2.0";"-5.0";"60.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001619";"Amax_M_umolCO2m2s2";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001503";"Leaf light and carbon dioxide-saturated net photosynthesis";"Physiological traits";"Carbon fixation by photosynthesis at saturating light and CO2.";;"Amax";;"Leaf";"Light and carbon dioxide-saturated net photosynthesis";;;"CO_321:0001554";"Amax Measurement";"Measurement";"Standard method for gas exchange and fluorescence measurements.";;"Pask et al., 2012, chapter 13, Molero and Lopes.";"CO_321:0001588";"µmol CO2/m2/s";"Numerical";"2.0";"-5.0";"60.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001620";"Ci_M_umolCO2mol1";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001504";"Leaf intercellular carbon dioxide concentration";"Physiological traits";"Intercellular carbon dioxide concentration.";;"Ci";;"Leaf";"Intercellular carbon dioxide concentration";;;"CO_321:0001555";"Ci Computation";"Measurement";"Standard method for gas exchange and fluorescence measurements.";;"Pask et al., 2012, chapter 13, Molero and Lopes.";"CO_321:0001589";"µmol CO2/mol";"Numerical";"2.0";"0.0";"500.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001621";"PhiPS2_M_Idx";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001505";"Leaf quantum yield of photosystem II";"Physiological traits";"Quantum yield of electron transfer at PSII.";;"PhiPS2";;"Leaf";"Quantum yield of photosystem II";;;"CO_321:0001556";"PhiPS2 Measurement";"Measurement";"Standard method for fluorescence measurement.";;"Pask et al., 2012, chapter 13, Molero and Lopes.";"CO_321:0000421";"index";"Numerical";"0.0";"0.0";"1000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001622";"PhiCO2_M_Idx";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001506";"Leaf quantum yield of carbon dioxide fixation";"Physiological traits";"Quantum yield of carbon dioxide (CO2) fixation.";;"PhiCO2";;"Leaf";"Quantum yield of carbon dioxide fixation";;;"CO_321:0001557";"PhiCO2 Measurement";"Measurement";"Standard method for gas exchange measurement.";;"Pask et al., 2012, chapter 13, Molero and Lopes.";"CO_321:0000421";"index";"Numerical";"0.0";"0.0";"1000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001623";"ETR_M_?molm2s1";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001507";"Leaf electron transport rate";"Physiological traits";"Transfer of electrons during photosynthesis in light saturated leaf.";;"ETR";;"Leaf";"Electron transport rate";;;"CO_321:0001558";"ETR Measurement";"Measurement";"Standard method for gas exchange and fluorescence measurements.";;"Pask et al., 2012, chapter 13, Molero and Lopes.";"CO_321:0001590";"?mol/m2/s";"Numerical";"1.0";"0.0";"500.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001624";"FmDA_M_Idx";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001508";"Leaf maximal fluorescence intensity";"Physiological traits";"Maximal level of fluorescence intensity measured in the leaf.";;"FmLA";;"Leaf";"Maximal fluorescence intensity";;;"CO_321:0001559";"FmDA Measurement";"Measurement";"Maximal level of fluorescence measured from a dark adapted leaf.";;"Pask et al., 2012, chapter 13, Molero and Lopes.";"CO_321:0000421";"index";"Numerical";"0.0";"0.0";"1000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001625";"FmLA_M_Idx";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001508";"Leaf maximal fluorescence intensity";"Physiological traits";"Maximal level of fluorescence intensity measured in the leaf.";;"FmLA";;"Leaf";"Maximal fluorescence intensity";;;"CO_321:0001560";"FmLA Measurement";"Measurement";"Maximal level of fluorescence measured from a light adapted leaf.";;"Pask et al., 2012, chapter 13, Molero and Lopes.";"CO_321:0000421";"index";"Numerical";"0.0";"0.0";"1000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001626";"FoDA_M_Idx";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001509";"Leaf minimal fluorescence intensity";"Physiological traits";"Minimal level of fluorescence intensity measured in the leaf.";;"FoLA";;"Leaf";"Minimal fluorescence intensity";;;"CO_321:0001561";"FoDA Measurement";"Measurement";"Minimal level of fluorescence measured from a dark adapted leaf.";;"Pask et al., 2012, chapter 13, Molero and Lopes.";"CO_321:0000421";"index";"Numerical";"0.0";"0.0";"1000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001627";"FoLA_M_Idx";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001509";"Leaf minimal fluorescence intensity";"Physiological traits";"Minimal level of fluorescence intensity measured in the leaf.";;"FoLA";;"Leaf";"Minimal fluorescence intensity";;;"CO_321:0001562";"FoLA Measurement";"Measurement";"Minimal level of fluorescence measured from a light adapted leaf.";;"Pask et al., 2012, chapter 13, Molero and Lopes.";"CO_321:0000421";"index";"Numerical";"0.0";"0.0";"1000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001628";"FvDA_M_Idx";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001510";"leaf variable fluorescence";"Physiological traits";"Variable fluorescence measured in the leaf.";;"FvLA";;"Leaf";"Variable fluorescence";;;"CO_321:0001563";"FvDA Measurement";"Measurement";"Variable fluorescence measured from a dark adapted leaf.";;"Pask et al., 2012, chapter 13, Molero and Lopes.";"CO_321:0000421";"index";"Numerical";"0.0";"0.0";"1000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001629";"FvLA_M_Idx";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001510";"leaf variable fluorescence";"Physiological traits";"Variable fluorescence measured in the leaf.";;"FvLA";;"Leaf";"Variable fluorescence";;;"CO_321:0001564";"FvLA Measurement";"Measurement";"Variable fluorescence measured from a light adapted leaf.";;;"CO_321:0000421";"index";"Numerical";"0.0";"0.0";"1000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001630";"FvDAFmDA_M_Idx";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001511";"leaf maximum efficiency of PSII photochemistry";"Physiological traits";"Maximum quantum yield of PSII measured in the leaf.";;"FvLAFmLA";;"Leaf";"Maximum efficiency of PSII photochemistry";;;"CO_321:0001565";"FvDAFmLA measurement";"Measurement";"Maximum quantum yield of PSII measured from a dark adapted leaf.";;"Pask et al., 2012, chapter 13, Molero and Lopes.";"CO_321:0000421";"index";"Numerical";"0.0";"0.0";"1000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001631";"FvLAFmLA_M_Idx";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001511";"leaf maximum efficiency of PSII photochemistry";"Physiological traits";"Maximum quantum yield of PSII measured in the leaf.";;"FvLAFmLA";;"Leaf";"Maximum efficiency of PSII photochemistry";;;"CO_321:0001566";"FvLAFmLA measurement";"Measurement";"Maximum quantum yield of PSII measured from a light adapted leaf.";;"Pask et al., 2012, chapter 13, Molero and Lopes.";"CO_321:0000421";"index";"Numerical";"0.0";"0.0";"1000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001632";"Fs_M_Idx";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001512";"Leaf steady-state fluorescence";"Physiological traits";"The fluorescence emitting during steady state.";;"Fs";;"Leaf";"Steady-state fluorescence";;;"CO_321:0001567";"Fs Measurement";"Measurement";"Standard method for gas exchange and fluorescence measurements.";;"Pask et al., 2012, chapter 13, Molero and Lopes.";"CO_321:0000421";"index";"Numerical";"0.0";"0.0";"1000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001633";"LeafTR_M_mmolH2Om2s1";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001513";"Leaf transpiration rate";"Physiological traits";"Leaf transpiration rate.";;"LeafTR";"Tr";"Leaf";"Leaf transpiration rate";;;"CO_321:0001568";"LeafTR Measurement";"Measurement";"Standard method for gas exchange and fluorescence measurements.";;"Pask et al., 2012, chapter 13, Molero and Lopes.";"CO_321:0001591";"mmol H2O/m2/s";"Numerical";"2.0";"0.0";"100.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001634";"CiCa_M_Idx";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001514";"Leaf intercellular to ambient carbon dioxide ratio";"Physiological traits";"Intercellular to ambient carbon dioxide ratio.";;"CiCa";;"Leaf";"Intercellular to ambient carbon dioxide ratio";;;"CO_321:0001569";"CiCa Measurement";"Measurement";"Standard method for gas exchange and fluorescence measurements.";;"Pask et al., 2012, chapter 13, Molero and Lopes.";"CO_321:0000421";"index";"Numerical";"0.0";"0.0";"1000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001635";"LI_M_pct";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001515";"Canopy light interception";"Physiological traits";"Light energy intercepted by the canopy.";;"LI";;"Canopy";"Light interception";;;"CO_321:0001570";"LI Computation";"Computation";"Measurement of the light intercepted by the canopy using a ceptometer as described in Pask et al., 2012, chapter 11, Mullan and Pietragalla.";;"Pask et al., 2012, chapter 11, Mullan and Pietragalla";"CO_321:0000410";"%";"Numerical";"1.0";"0.0";"100.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001636";"RUE_Calc_gMJ";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001516";"Radiation use efficiency";"Physiological traits";"The amount of biomass produced per unit of intercepted solar radiation.";;"RUE_T";;"Canopy";"Radiation Use Efficiency";;;"CO_321:0001571";"RUE Computation";"Computation";"Measurement of Radiation Use Efficiency as described in Pask et al., 2012, chapter 11, Mullan and Pietragalla.";"Radiation Use Efficiency = Biomass / (MJ accumm* (LI/100))";"Pask et al., 2012, chapter 11, Mullan and Pietragalla";"CO_321:0001592";"g/MJ";"Numerical";"2.0";"0.0";"10.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001637";"RUET_Calc_gMJ";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001516";"Radiation use efficiency";"Physiological traits";"The amount of biomass produced per unit of intercepted solar radiation.";;"RUE_T";;"Canopy";"Radiation Use Efficiency";;;"CO_321:0001572";"RUET Computation";"Computation";"Measurement of Radiation Use Efficiency as described in Pask et al., 2012, chapter 11, Mullan and Pietragalla.";"Radiation Use Efficiency = (Biomass at Maturity-Biomass at 40 DAE) / (MJ accummulated between 40 DAE until Physiological maturity* (LI/100))";"Pask et al., 2012, chapter 11, Mullan and Pietragalla";"CO_321:0001592";"g/MJ";"Numerical";"2.0";"0.0";"10.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001638";"LeafPSSRa_M_Idx";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001517";"Pigment simple ratio chlorophyll a";"Physiological traits";"Chlorophyll content in leaf green tissue. It includes ONLY chlorophyll-a. Chlorophyll is the green pigment found in plants.";;"LeafPSSRa";"PSSRa";"Leaf";"Chlorophyll content";;;"CO_321:0001573";"LeafPSSRa Measurement";"Measurement";"Standard method for spectral reflectance.";"R800/R675";"Pask et al., 2012 (Ch. 7), Reynolds et al., 2001 (Ch. 5)";"CO_321:0000421";"index";"Numerical";"0.0";"0.0";"1000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001639";"LeafPSSRb_M_Idx";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001518";"Pigment simple ratio chlorophyll b";"Physiological traits";"Chlorophyll content in leaf green tissue. It includes ONLY chlorophyll-b. Chlorophyll is the green pigment found in plants.";;"LeafPSSRb";"PSSRb";"Leaf";"Chlorophyll content";;;"CO_321:0001574";"LeafPSSRb Measurement";"Measurement";"Standard method for spectral reflectance.";"R800/R650";"Pask et al., 2012 (Ch. 7), Reynolds et al., 2001 (Ch. 5)";"CO_321:0000421";"index";"Numerical";"0.0";"0.0";"1000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001640";"LeafR675_M_Idx";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001519";"Leaf spectral reflectance 675 nm";"Physiological traits";"The normalized amount of electromagnetic radiation that is reflected by the leaf at R675 nm wavelength.";;"LeafR675";"R675";"Leaf";"Spectral reflectance";;;"CO_321:0001575";"Leaf R675 Measurement";"Measurement";"Standard method for leaf spectral reflectance normalized to R675.";"R675";"Pask et al., 2012 (Ch. 7), Reynolds et al., 2001 (Ch. 5)";"CO_321:0000421";"index";"Numerical";"0.0";"0.0";"1000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001641";"LeafR550_M_Idx";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001520";"Leaf spectral reflectance 550 nm";"Physiological traits";"The normalized amount of electromagnetic radiation that is reflected by the leaf at R550 nm wavelength.";;"LeafR550";"R550";"Leaf";"Spectral reflectance";;;"CO_321:0001576";"Leaf R550 Measurement";"Measurement";"Standard method for leaf spectral reflectance normalized to R550.";"R550";"Pask et al., 2012 (Ch. 7), Reynolds et al., 2001 (Ch. 5)";"CO_321:0000421";"index";"Numerical";"0.0";"0.0";"1000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001642";"LeafR750R550_M_Idx";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001521";"Leaf spectral reflectance 750/550 nm";"Physiological traits";"The normalized amount of electromagnetic radiation that is reflected by the leaf at R750/R550 nm wavelength.";;"LeafR750R700";"R750R700";"Leaf";"Spectral reflectance";;;"CO_321:0001577";"Leaf R750/R550 Measurement";"Measurement";"Standard method for leaf spectral reflectance normalized to R750/R550.";"R750/550";"Pask et al., 2012 (Ch. 7), Reynolds et al., 2001 (Ch. 5)";"CO_321:0000421";"index";"Numerical";"0.0";"0.0";"1000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001643";"LeafR750R700_M_Idx";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001522";"Leaf spectral reflectance 750/700 nm";"Physiological traits";"The normalized amount of electromagnetic radiation that is reflected by the leaf at R750/R700 nm wavelength.";;"LeafR750R700";"R750R700";"Leaf";"Spectral reflectance";;;"CO_321:0001578";"Leaf R750/R700 Measurement";"Measurement";"Standard method for leaf spectral reflectance normalized to R750/700.";"R750/700";"Pask et al., 2012 (Ch. 7), Reynolds et al., 2001 (Ch. 5)";"CO_321:0000421";"index";"Numerical";"0.0";"0.0";"1000.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001644";"SpkDW_Calc_gm2";;"Nursery/Trial evaluation";;;;"CIMMYT";"Gemma Molero, Rosemary Shrestha, Julian Pietragalla";"22/07/2016";"EN";"Wheat";"CO_321:0001523";"Spike dry weight";"Agronomical traits";"Dry weight of spike(s).";;"SpkDW";;"Spike";"Spike dry weight";;;"CO_321:0001579";"SpkDW Computation";"Computation";"Standard spike dry weight method.";;;"CO_321:0000805";"g/m2";"Numerical";"0.0";"0.0";"100.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
